"alpha","avglen","dflen","pos","neg"
0.15,1.50392568830347,0.0544759446128994,0,0
0.2,1.31064590320629,0.0546548764472675,0,0
0.25,1.2235297503374,0.0690622169438962,0.00211721682225002,0
0.3,1.15915092202106,0.0523469952092368,0.00644788759503416,0
0.35,0.989785791706125,0.04345468159668,0.0237705706861707,0
0.4,0.850016729671764,0.0569850812538803,0.0745837744201713,0
0.45,0.787902645717236,0.0657192060374902,0.113656048503513,0
0.5,0.69066367286316,0.0431277710992265,0.209700702531036,0.000384948513136368
0.05,2.16884133129091,0.0532143934987046,0,0
0.1,1.75784091234136,0.13767710636777,0,0
0.15,1.53860127662697,0.056628086203978,0,0
0.2,1.35864521713194,0.0462800346635431,0.00673659897988644,0
0.25,1.1712647364667,0.0650883075172324,0.00346453661822731,0
0.3,1.09614236907419,0.045253103687162,0.00250216533538639,0
0.35,0.973062657188218,0.051414828397331,0.0319507265903185,0
0.4,0.910571149028798,0.0544386793773728,0.0364738716196709,0
0.45,0.731336587017294,0.0541750205310837,0.172360696756809,0
0.5,0.719306558573978,0.0537804161796687,0.145895486478683,0
0.05,2.00721077640839,0.0636714168505461,0,0
0.1,1.77420564268185,0.0732875391159048,0,0
0.15,1.60500577165074,0.0542413666300371,0,0
0.2,1.35631208238911,0.0444719268484869,0,0
0.25,1.19919825689795,0.0492655715429458,0.00375324800307959,0
0.3,1.09896621480957,0.0453881073055453,0.0165527860648638,0
0.35,0.982816536103727,0.0498224318777728,0.0256953132518526,0
0.4,0.877809724025749,0.0485926978132168,0.0593783081512848,0
0.45,0.839625603323577,0.0702861739526367,0.101048984698297,0
0.5,0.704450581098418,0.0418692510702457,0.191126936772207,0
0.05,2.05264991390576,0.0783891278894889,0,0
0.1,1.80565474014837,0.0917640265746585,0,0
0.15,1.54788980791461,0.0415884520338624,0,0
0.2,1.31024687029757,0.0807447039256469,0,0
0.25,1.28654266731179,0.048942212418568,0,0
0.3,1.1365393004134,0.0710083073573793,0.000577422769704552,0
0.35,0.988729160779667,0.0513271181244158,0.0270426330478299,0
0.4,0.885994449080098,0.0551219749290347,0.070060629390819,0
0.45,0.826157230152474,0.0436400262363071,0.0946010971032624,0
0.5,0.759306712436689,0.0470975126164135,0.160138581464729,0
0.05,2.02872016252474,0.0558059959075641,0,0
0.1,1.8657161916443,0.0711387762097228,0,0
0.15,1.58579953961078,0.0573345071571067,0,0
0.2,1.45859891408346,0.0755622322245687,0,0
0.25,1.27658763745127,0.0552945605365441,0.00105860841112501,0
0.3,1.06972174543355,0.0578303182263662,0.0176113944759888,0
0.35,0.990717362005481,0.0523427722240145,0.0359926859782504,0
0.4,0.891261562680743,0.0531306962916141,0.0425368107015687,0
0.45,0.78085215194507,0.0667460898423015,0.0801655278606486,0
0.5,0.729697759251534,0.0455671082638267,0.178134924453854,0
0.05,2.02524396309958,0.0927937619340465,0,0
0.1,1.77861305831286,0.0590772305108278,0,0
0.15,1.56717490590953,0.0616183183072619,0,0
0.2,1.26966723892668,0.0426826033781315,0.00375324800307959,0
0.25,1.23844101052219,0.061729145950263,0.000769897026272736,0
0.3,1.13190333881421,0.0645523855539686,0,0
0.35,0.977937585337995,0.0479093372343625,0.0265614474064094,0
0.4,0.914048190211342,0.0460824463908205,0.0639976903089212,0
0.45,0.759237357407565,0.047015153015541,0.153979405254547,0
0.5,0.688142384301657,0.0490845059698115,0.221730343566548,0
0.05,2.01220147906158,0.0528746838127343,0,0
0.1,1.86736673625683,0.0423366098670225,0,0
0.15,1.5860338902988,0.111748381448154,0,0
0.2,1.40634008012746,0.0833835756256293,0,0
0.25,1.22101319191777,0.0497810019792271,0.000288711384852276,0
0.3,1.10414814397889,0.0669575372898618,0.0116446925223751,0
0.35,0.99637780145758,0.0567143785307217,0.028293715715523,0
0.4,0.8508447474424,0.0408688615993623,0.0537003175825233,0
0.45,0.773926893272786,0.0688741989503541,0.170243479934559,0
0.5,0.740675111843476,0.0601558292037603,0.149456260225195,0
0.05,2.02144237220261,0.0442614732294356,0,0
0.1,1.83857716589124,0.0596076707924189,0,0
0.15,1.58809153449882,0.141551954570499,0,0
0.2,1.37810371504686,0.0473183375191038,0.000673659897988644,0
0.25,1.26541629009047,0.0459382142964403,0,0
0.3,1.16083947793544,0.12022515945744,0.0136656722163411,0
0.35,0.963208958211,0.0643093644901595,0.032431912231739,0
0.4,0.861733222395208,0.0418634936885985,0.0667885670291598,0
0.45,0.832957210920169,0.0564076612252817,0.0908478491001829,0
0.5,0.681544496136987,0.0735117631474591,0.262727360215571,0
0.05,2.09556102318513,0.0730484643176378,0,0
0.1,1.74689834362309,0.0601577266700005,0,0
0.15,1.57923902706622,0.0500236032835799,0,0
0.2,1.45284528254837,0.0491678127087714,0,0
0.25,1.20848081105214,0.0726014834887803,0.0024059282071023,0
0.3,1.1641708033853,0.0545716745166905,0.00221345395053412,0
0.35,0.980467047975972,0.0463500023944824,0.0118371667789433,0
0.4,0.85686712482468,0.0435736414629793,0.0949860456163988,0
0.45,0.778814456247417,0.0480927418549565,0.157443941872775,0
0.5,0.700473527894417,0.0534929024996101,0.215571167356366,0
0.05,2.11669401431528,0.0467143398033809,0,0
0.1,1.79855286833774,0.0614407259582397,0,0
0.15,1.6276471567819,0.0609833158951749,0,0
0.2,1.27828332717883,0.0498706715613336,0,0
0.25,1.21396568146523,0.0802668413494487,0.00230969107881821,0
0.3,1.12523865965492,0.0464005925250088,0.00741025887787508,0
0.35,0.920459965608058,0.060912272153761,0.030314695409489,0
0.4,0.905161410855326,0.0526573734157481,0.0391685112116254,0
0.45,0.765356912976646,0.0431960587619026,0.159368684438456,0
0.5,0.702061153152495,0.0442050332608093,0.193917813492445,0
0.05,1.98947639824138,0.0993505648615701,0,0
0.1,1.69006549786939,0.0643466261168137,0,0
0.15,1.54967563560109,0.0731846961260453,0,0
0.2,1.39691543892904,0.0847908471953163,0,0
0.25,1.21307641244105,0.0462691161809112,0.0012510826676932,0
0.3,1.16243053950597,0.0473652406319278,0.0011548455394091,0
0.35,1.03268263610313,0.05810484712413,0.00943123857184102,0
0.4,0.844788404219719,0.0480458874310465,0.0467712443460687,0
0.45,0.793484634998554,0.0566895884266884,0.131652391492638,0
0.5,0.702793713428396,0.0533521824874206,0.184101626407468,0
0.05,2.11436179942285,0.0526545606960688,0,0
0.1,1.842596255096,0.0585309205781257,0,0
0.15,1.70520884263856,0.146814928836259,0,0
0.2,1.40546428148729,0.0886259867985211,0.00144355692426138,0
0.25,1.21603372457255,0.0582132080424122,0.00230969107881821,0
0.3,1.09158275394657,0.0735981550271263,0.0139543836011933,0
0.35,0.958775247366148,0.0943270134566833,0.0518718121451256,0
0.4,0.87802790234694,0.0463609285152714,0.0591858338947166,0
0.45,0.79997239660894,0.051995655101663,0.106342026753922,0
0.5,0.678500603783836,0.0572909816877565,0.241266480608219,0
0.05,2.103008897869,0.0446976497062554,0,0
0.1,1.77965941593116,0.0445489961611048,0,0
0.15,1.56988956704525,0.0527903349410246,0,0
0.2,1.48182039034196,0.0444959703508992,0,0
0.25,1.25466903548943,0.0489411475583426,0.000192474256568184,0
0.3,1.12686551350325,0.0640382951820921,0.00452314502935232,0
0.35,0.999339810145581,0.0443925526051306,0.0201135598113752,0
0.4,0.905876451976447,0.0545454244617732,0.0572610913290347,0
0.45,0.820440971051815,0.0620567151968379,0.120488884611683,0
0.5,0.718392991160417,0.0508262421923715,0.189972091232798,0
0.05,2.08548652750718,0.0796188432904143,0,0
0.1,1.73733812003488,0.0638498513480924,0,0
0.15,1.59790651333787,0.0999614244919336,0,0
0.2,1.4475546388414,0.071884366431585,0,0
0.25,1.24517768563573,0.0508159268163378,0.00230969107881821,0
0.3,1.12099912066461,0.0774837488123818,0.00866134154556828,0
0.35,1.0285257936951,0.0601965625401311,0.0147242806274661,0
0.4,0.846875202697183,0.0564522351349131,0.0744875372918872,0
0.45,0.82223001061605,0.055269358387616,0.146954094889808,0
0.5,0.691627323427204,0.0455663352208988,0.243094986045616,0
0.05,2.08235086596506,0.0549585401393746,0,0
0.1,1.81734839121139,0.0479747994150724,0,0
0.15,1.55544016908073,0.0576625118200308,0,0
0.2,1.35092514824811,0.0486653410275778,0,0
0.25,1.30687070118757,0.0754442078542637,0,0
0.3,1.1108124606537,0.0499303289246472,0.00577422769704552,0
0.35,1.02290641600606,0.0426137336975747,0.0142430949860456,0
0.4,0.879113023987577,0.0462512418402079,0.0483110383986142,0
0.45,0.839708184155463,0.0470915391006929,0.0766047541141372,0
0.5,0.707819412585125,0.0569979190569785,0.200173226830911,0
0.05,2.00107591337359,0.0674283590086928,0,0
0.1,1.79115642382702,0.0530252385509512,0,0
0.15,1.61763955069006,0.0606279898313394,0,0
0.2,1.41943717292955,0.0587250937325952,0,0
0.25,1.20689000255557,0.0520072152343889,0.0011548455394091,0
0.3,1.0719655320273,0.0455814004081998,0.0121258781637956,0
0.35,1.00187838310952,0.0553335603982393,0.0430179963429891,0
0.4,0.879635048408195,0.0484658380475814,0.0671735155422962,0
0.45,0.830018220844727,0.0495137250577398,0.0810316620152055,0
0.5,0.690637900541981,0.045425774346536,0.214223847560389,0
0.05,2.15411783225558,0.0713718789777087,0,0
0.1,1.85265530456255,0.0898997023562472,0,0
0.15,1.53262890874408,0.0518448636151951,0,0
0.2,1.43802604164373,0.0480980655094768,0,0
0.25,1.27526224185638,0.0478985283125126,0.0024059282071023,0
0.3,1.10438673944886,0.0423257950196893,0.00105860841112501,0
0.35,0.911228101327111,0.0447095635187987,0.0368588201328072,0
0.4,0.86453728081584,0.129760686496353,0.0734289288807622,0
0.45,0.732753577474344,0.0660326808650942,0.190164565489366,0
0.5,0.724609128750266,0.0578033364527577,0.203830237705707,0
0.05,2.00857511371047,0.0494041320913921,0,0
0.1,1.76659911896105,0.0473466206745299,0,0
0.15,1.51801433840257,0.113957405757726,0,0
0.2,1.33046536165386,0.0391808567565077,0,0
0.25,1.26154676447386,0.0521160418732307,0.000384948513136368,0
0.3,1.16952269727058,0.0466471432842872,0.00442690790106823,0
0.35,1.00883195790475,0.0421217575582304,0.0185737657588298,0
0.4,0.974315017525575,0.0596858291406097,0.0205947454527957,0
0.45,0.800205292294633,0.0622769353104058,0.124338369743047,0
0.5,0.70056813785745,0.0740356729179322,0.224617457415071,0
0.05,2.11487897404368,0.0465030609105467,0,0
0.1,1.78994588699541,0.0676812245310054,0,0
0.15,1.46123192462697,0.0862839857211341,0,0
0.2,1.34256469619053,0.07774867983533,0,0
0.25,1.25139895694736,0.0456783142747565,0.0011548455394091,0
0.3,1.08315535472879,0.0732376550407794,0.00500433067077278,0
0.35,1.02021862687485,0.0637929302500875,0.0206909825810798,0
0.4,0.840931460075341,0.0447053723478195,0.0838225387354441,0
0.45,0.828273590302564,0.0467396630119399,0.0957559426426715,0
0.5,0.707361278708971,0.0402851822322076,0.150899817149456,0
0.05,1.98023088992961,0.0626977355267127,0,0
0.1,1.74237097011676,0.0687546200565438,0,0
0.15,1.56139210433753,0.0609418025460995,0,0
0.2,1.39080781076965,0.0625436400279715,0,0
0.25,1.19824264781452,0.0529831170293995,0,0
0.3,1.09386339458354,0.0490369715528275,0.00384948513136368,0
0.35,1.01645230880907,0.042012337751991,0.0106823212395342,0
0.4,0.902650749000873,0.0465246164027686,0.0407083052641709,0
0.45,0.764738683996888,0.0438220038813458,0.13357713405832,0
0.5,0.718218054150771,0.0519720779233377,0.1796747185064,0
0.05,2.10627138710248,0.048912646132117,0,0
0.1,1.78098773503799,0.0641154258335206,0,0
0.15,1.54180250733594,0.0529003340014066,0,0
0.2,1.37431322090071,0.0416819361625136,0.000288711384852276,0
0.25,1.25308839608039,0.0568723079290821,0.000769897026272736,0
0.3,1.09464592861023,0.103578102621254,0.0128957751900683,0
0.35,0.991499579242945,0.046526168400958,0.0231931479164662,0
0.4,0.948628205598848,0.0619782331301268,0.0403233567510346,0
0.45,0.831214879831618,0.0834063520082005,0.100952747570013,0
0.5,0.689521187423458,0.0459072408257155,0.198633432778366,0
0.05,2.14914205997726,0.0625840050887269,0,0
0.1,1.77426468382036,0.0463208071801261,0,0
0.15,1.60410021807066,0.0490984596733971,0,0
0.2,1.41078924601251,0.044869728687846,0.000192474256568184,0
0.25,1.23998292694135,0.0546353420039136,0.000192474256568184,0
0.3,1.13988107994369,0.107635131621384,0.0170339717062843,0
0.35,1.06417840367047,0.057765442797692,0.0145318063708979,0
0.4,0.85986875844037,0.0492811839586819,0.0538927918390915,0
0.45,0.817702031643784,0.0431025246063799,0.101915118852853,0
0.5,0.662084032838216,0.0428735918225149,0.230969107881821,0
0.05,2.05899153417384,0.0554073110608836,0,0
0.1,1.74481800576268,0.0605049394731035,0.000673659897988644,0
0.15,1.52511182873464,0.0489702955460356,0,0
0.2,1.43925556867308,0.052776088486922,0,0
0.25,1.26832335932583,0.0458774607721095,0.00327206236165913,0
0.3,0.96849680153413,0.0645864508268575,0.026176498893273,0
0.35,0.922688624913471,0.0770612409528245,0.0597632566644211,0
0.4,0.887997860519076,0.0448457417639254,0.0754499085747281,0
0.45,0.76424506670972,0.0661822377410984,0.1585025502839,0
0.5,0.679602688158623,0.0674585773796404,0.274275815609662,0
0.05,2.15113781460419,0.0505005724153724,0,0
0.1,1.75779209271461,0.149696151448441,0,0
0.15,1.67466571907661,0.0472413600883624,0,0
0.2,1.36983806312314,0.0748609759790249,0,0
0.25,1.23418712787879,0.0466652293525556,0.00096237128284092,0
0.3,1.18006875706302,0.0534761472917399,0.00317582523337504,0
0.35,0.970014207326716,0.0486064211194433,0.0157828890385911,0
0.4,0.926759519937713,0.0537808666207529,0.024059282071023,0
0.45,0.765222378645842,0.0518261720138484,0.0729477432393417,0
0.5,0.700970369467096,0.0531824596552666,0.213838899047252,0
0.05,2.09535346590281,0.0665853659595631,0,0
0.1,1.81874146057288,0.0507524885991652,0,0
0.15,1.53125472486595,0.0764015790255616,0,0
0.2,1.34564310676714,0.061566086261185,0.000384948513136368,0
0.25,1.24199217067167,0.0528497295990063,0.0012510826676932,0
0.3,1.11384032042484,0.073450780800789,0.00529304205562506,0
0.35,0.996944305285421,0.0517863624126477,0.0119334039072274,0
0.4,0.866830717281816,0.0485774560051436,0.0804542392455009,0
0.45,0.825194406668388,0.0491979159910225,0.095178519872967,0
0.5,0.676886328800407,0.0585788285299558,0.199692041189491,0
0.05,2.12828585301328,0.0660108277503852,0,0
0.1,1.74300527829605,0.0535293164137123,0,0
0.15,1.5458942507768,0.0468033652638921,0,0
0.2,1.44651296064451,0.0758141428320318,0.0011548455394091,0
0.25,1.27753181952069,0.0535160292553133,0,0
0.3,1.11983087395036,0.0589353809871126,0.00548551631219324,0
0.35,1.00973925329224,0.0499107512406424,0.0110672697526706,0
0.4,0.864758355459411,0.0494576594632729,0.0587046482532961,0
0.45,0.868509835453382,0.0652506020581597,0.0783370224232509,0
0.5,0.705341048810357,0.0447857556313416,0.226157251467616,0
0.05,2.01460605097806,0.0575895330011696,0,0
0.1,1.77403901807334,0.0412524045711418,0,0
0.15,1.53588759832806,0.0496412718597845,0,0
0.2,1.41455147732486,0.0420126553860768,0,0
0.25,1.24096506841223,0.056434478589873,0.00182850543739775,0
0.3,1.1223654902927,0.0491600632976348,0.00461938215763642,0
0.35,1.06917008621232,0.0564827601640555,0.00664036185160235,0
0.4,0.822839399504521,0.0422102530050199,0.102107593109422,0
0.45,0.792691058080515,0.0495495084061493,0.126455586565297,0
0.5,0.692945460991655,0.0564879912738451,0.220671735155423,0
0.05,2.05114542522651,0.0589340578524913,0,0
0.1,1.77912769394347,0.0490238187271724,0,0
0.15,1.5817716528389,0.073063635695945,0,0
0.2,1.41506379041883,0.0615797729702025,0,0
0.25,1.23466111827557,0.0855441032865265,0,0
0.3,1.09293461365163,0.0798790653268742,0.0138581464729092,0
0.35,0.945150376677344,0.0602214229478611,0.0163603118082956,0
0.4,0.907646601921365,0.0480403430075575,0.0550476373785006,0
0.45,0.816106541337056,0.0449385323987041,0.103454912905399,0
0.5,0.744408377701129,0.0516188916921655,0.149167548840343,0
0.05,2.08573157912969,0.0598905174515974,0,0
0.1,1.80088742549967,0.0508181097934865,0,0
0.15,1.50694343633348,0.0705515367723839,0,0
0.2,1.3411158472867,0.0447140790069108,0,0
0.25,1.21904371218435,0.0728950299247695,0.00490809354248869,0
0.3,1.14825249302237,0.072298590816563,0.00779520739101145,0
0.35,0.948192572341114,0.0895599762327821,0.0264652102781253,0
0.4,0.936617723410838,0.0597651532520429,0.0384948513136368,0
0.45,0.820833234301058,0.0417889801611828,0.0818015590414782,0
0.5,0.685158603271784,0.048124282053564,0.18650755461457,0
0.05,2.08462924425964,0.0551208366912694,0,0
0.1,1.76943476637262,0.045423365139183,0,0
0.15,1.55703277903613,0.0463447773516867,0,0
0.2,1.41714939288833,0.0506031860191925,0,0
0.25,1.20973839931753,0.0461681379142472,0.0059667019536137,0
0.3,1.1600352314359,0.0907073713371648,0.00413819651621596,0
0.35,0.995586580343967,0.0516990769703113,0.0374362429025118,0
0.4,0.902135540171222,0.0461708432975907,0.0526417091713983,0
0.45,0.750642366789094,0.0453845252858745,0.126840535078433,0
0.5,0.7010475814628,0.0602697416763478,0.20719853719565,0
0.05,2.03815512633768,0.0930272347950137,0,0
0.1,1.7571636445046,0.0654358677087426,0,0
0.15,1.56768611471797,0.0754252984436889,0,0
0.2,1.37013598211469,0.0781072810144245,0,0
0.25,1.15690753585227,0.0597542299245379,0.00510056779905688,0
0.3,1.14401689127578,0.0447025313990154,0.00375324800307959,0
0.35,1.04406976330733,0.0540957592103228,0.0172264459628525,0
0.4,0.938299844586362,0.0428756207567682,0.0421518621884323,0
0.45,0.790833398818946,0.0420833553419558,0.0934462515638533,0
0.5,0.686466717610536,0.0730224893650948,0.207391011452218,0
0.05,2.06018584565109,0.0541068424126553,0,0
0.1,1.76411703555679,0.0544356667935977,0,0
0.15,1.55950737079064,0.0437096948942864,0,0
0.2,1.32967047777924,0.0482345990745435,0.000384948513136368,0
0.25,1.26667938030035,0.0641655508876278,0.00548551631219324,0
0.3,1.09480832260788,0.04864966760874,0.00654412472331826,0
0.35,0.902319791852332,0.0449860431887827,0.0507169666057165,0
0.4,0.815865169093731,0.0457755746464861,0.120681358868251,0
0.45,0.890480745758434,0.049358835015411,0.0827639303243191,0
0.5,0.724831298916158,0.0514151687293695,0.207968434221923,0
0.05,2.03591811216687,0.063707215556955,0,0
0.1,1.79099481881782,0.0552557949384277,0,0
0.15,1.65681730200622,0.0486400819149761,0,0
0.2,1.4113554587894,0.0527431507526996,0,0
0.25,1.36169325423089,0.0481543093015215,0.00105860841112501,0
0.3,1.06800156168034,0.0737126931862942,0.0116446925223751,0
0.35,1.0386976794974,0.0530066794890856,0.00866134154556828,0
0.4,0.901916361781524,0.0499556153928907,0.0392647483399095,0
0.45,0.835798165323543,0.048587603321258,0.0719853719565008,0
0.5,0.724234609741149,0.046903168326079,0.218362044076605,0
0.05,2.04440191355318,0.0740389214430987,0,0
0.1,1.78952919226893,0.0560654453990535,0,0
0.15,1.53724125583776,0.0458156424981317,0,0
0.2,1.40490820911186,0.0618354235511303,0,0
0.25,1.18716839342335,0.0798484729440836,0.000288711384852276,0
0.3,1.09205270543563,0.0575562978260192,0.00702531036473872,0
0.35,1.01493718620162,0.0753504636236133,0.0174189202194207,0
0.4,0.869087394343787,0.0414504479245908,0.0509094408622847,0
0.45,0.749439047203457,0.0561925985267214,0.153305745356559,0
0.5,0.769439109005101,0.0480095649625204,0.12722548359157,0
0.05,2.07010329736665,0.0655974306110478,0,0
0.1,1.79212702836205,0.0878099540686114,0,0
0.15,1.58001386014843,0.0920056230689629,0,0
0.2,1.35495898746864,0.0550769997191454,0,0
0.25,1.25408785799522,0.0821920877767054,0.00279087672023867,0
0.3,1.124653880659,0.0493810422592815,0.00895005293042056,0
0.35,0.987627336873101,0.0767783509227463,0.0329130978731595,0
0.4,0.866839434257041,0.0461541459979776,0.0568761428158984,0
0.45,0.83483411587638,0.0449024836794035,0.0549514002502165,0
0.5,0.690686681396179,0.0468135617314401,0.238860552401116,0
0.05,2.08925389394441,0.0516924535903982,0,0
0.1,1.80067273985641,0.0606413097304132,0,0
0.15,1.6390989612339,0.0645432007707057,0,0
0.2,1.3727925352085,0.0600171498457247,0.000769897026272736,0
0.25,1.30026206416919,0.0427046733027569,0.000577422769704552,0
0.3,1.09518540119404,0.0620833849580896,0.00384948513136368,0
0.35,0.943688403506174,0.0663982884763079,0.0327206236165913,0
0.4,0.898114175655319,0.0544616107805934,0.0369550572610913,0
0.45,0.782913310840729,0.0484338676800018,0.101337696083149,0
0.5,0.73418073936007,0.0445192770412285,0.141083630064479,0
0.05,2.11800662858419,0.0894783284936509,0,0
0.1,1.68733735884339,0.0566535727020777,0,0
0.15,1.58031516721293,0.0596467558185143,0,0
0.2,1.31731109920633,0.0428866620169941,0.000577422769704552,0
0.25,1.29311083946148,0.0553713429783297,0.0012510826676932,0
0.3,1.12541403939966,0.0689058829845202,0.00971994995669329,0
0.35,0.952351938514272,0.0527056006719016,0.0206909825810798,0
0.4,0.888363060650451,0.0419231171346819,0.0617842363583871,0
0.45,0.769534196014181,0.048396596431933,0.152920796843422,0
0.5,0.722410384513966,0.0734850465619711,0.24434606871331,0
0.05,2.13253694172392,0.0684241433008056,0,0
0.1,1.79090623602329,0.0539712024860149,0,0
0.15,1.53955081228504,0.0800810345934043,0,0
0.2,1.30756975893607,0.0524355774066106,0.00048118564142046,0
0.25,1.22008746554744,0.088838780640704,0.00375324800307959,0
0.3,1.12205129494983,0.0452979229645688,0.00096237128284092,0
0.35,0.994680173996027,0.0580006093570997,0.0227119622750457,0
0.4,0.901224170882656,0.0512613775297026,0.0390722740833414,0
0.45,0.751978427161479,0.0542591473079001,0.134828216726013,0
0.5,0.687191645399141,0.0763074363775358,0.181599461072082,0
0.05,2.02065896949072,0.0640224281392228,0,0
0.1,1.75429167039677,0.0504745371864446,0,0
0.15,1.53842332390672,0.0694978914881134,0,0
0.2,1.40544767182787,0.0537068110027901,0,0
0.25,1.2575397647912,0.0465631785897627,0,0
0.3,1.20521212072266,0.0435900833542149,0.00288711384852276,0
0.35,0.980164884842927,0.0461504266434077,0.0284861899720912,0
0.4,0.912885873522418,0.0549874038253698,0.0472524299874892,0
0.45,0.829771165186414,0.046188487935176,0.110576460398422,0
0.5,0.718804680195548,0.0574108535872544,0.224424983158503,0
0.05,2.09646823840323,0.0495125668942736,0,0
0.1,1.71003352822727,0.0783368859212014,0,0
0.15,1.47775377961411,0.0561613959470831,0,0
0.2,1.40509188243166,0.0451031011882862,0.00105860841112501,0
0.25,1.25105883441588,0.0941942391131696,0.0012510826676932,0
0.3,1.17268539766706,0.0617596369125468,0.00442690790106823,0
0.35,1.01926670591229,0.0509220863703354,0.0170339717062843,0
0.4,0.910586850420088,0.047964391487963,0.0696756808776826,0
0.45,0.76880232098085,0.0460059958333662,0.102685015879126,0
0.5,0.746093628119202,0.0500891606069199,0.126744297950149,0
0.05,2.01585444011613,0.0682504412688466,0,0
0.1,1.82919059590149,0.0582881075560193,0,0
0.15,1.55642319003651,0.0442857550798175,0,0
0.2,1.49907399602925,0.0417970184758961,0,0
0.25,1.22637221662542,0.0528099446054027,0.00230969107881821,0
0.3,1.12641201116236,0.0536794716156372,0.00327206236165913,0
0.35,1.00911860069178,0.0444747454505874,0.0123183524203638,0
0.4,0.916733591284013,0.054315070896103,0.0379174285439322,0
0.45,0.844493526264796,0.0545481836322373,0.0810316620152055,0
0.5,0.667304254690203,0.0438528191228203,0.273217207198537,0
0.05,2.10675752269605,0.0528484005527557,0,0
0.1,1.79557255748929,0.0669307154141764,0,0
0.15,1.54822898500437,0.0438545580643418,0,0
0.2,1.42013744747554,0.0490673711414785,0,0
0.25,1.28886239261701,0.0462912726603564,0.00048118564142046,0
0.3,1.05230023419792,0.0466765275682864,0.011548455394091,0
0.35,1.04389457367334,0.0439141375318838,0.00818015590414782,0
0.4,0.864666749075827,0.0970319826294847,0.0694832066211144,0
0.45,0.808156589198385,0.0454164766041589,0.141757289962468,0
0.5,0.71442142647389,0.0657843814284849,0.2262534885959,0
0.05,2.11481196714296,0.0513754375385173,0,0
0.1,1.81871323503824,0.0453021112009878,0,0
0.15,1.59152193310571,0.0930590033842125,0,0
0.2,1.35330574929376,0.0417350548385398,0.000673659897988644,0
0.25,1.24442639451144,0.092352928920227,0,0
0.3,1.06793659086435,0.0451920630718939,0.00750649600615918,0
0.35,1.02879863797489,0.0427168443704625,0.0160716004234434,0
0.4,0.938530296965499,0.0665310917699031,0.0301222211529208,0
0.45,0.81956321634342,0.0463814632433318,0.0976806852083534,0
0.5,0.691101520494928,0.0501134628925157,0.221152920796843,0
0.05,2.00351478690008,0.0641675593359051,0,0
0.1,1.79164027605866,0.0436963700626999,0,0
0.15,1.58647511439074,0.0660349351430811,0,0
0.2,1.42372734560009,0.0485014969337478,0,0
0.25,1.22594417147102,0.06858115840403,0.000577422769704552,0
0.3,1.13239226958283,0.0915527475757271,0.00510056779905688,0
0.35,0.974624650398926,0.0650310750673617,0.0456163988066596,0
0.4,0.899705133141126,0.055897582421775,0.0388797998267732,0
0.45,0.78766680408436,0.0438632825812325,0.120585121739967,0
0.5,0.672981095857394,0.0486085227925707,0.25493215282456,0
0.05,2.03436675094423,0.0813685840825013,0,0
