user_id,treated,factual_y1,cf_y0_lower,cf_y0_upper,ite_lower,ite_upper
1024,1,6.1,5.778262394368224,8.253437781688081,-2.1534377816880816,0.32173760563177556
1030,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1034,1,6.9,5.778262394368224,8.253437781688081,-1.353437781688081,1.1217376056317763
1071,1,5.2,5.778262394368224,8.253437781688081,-3.053437781688081,-0.5782623943682239
1090,1,7.2,5.778262394368224,8.253437781688081,-1.053437781688081,1.421737605631776
1093,1,9.4,5.778262394368224,8.253437781688081,1.146562218311919,3.6217376056317763
1102,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1103,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
1106,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1107,1,8.6,5.778262394368224,8.253437781688081,0.34656221831191836,2.8217376056317756
1110,1,5.8,5.778262394368224,8.253437781688081,-2.4534377816880815,0.021737605631775736
1116,1,5.3,5.778262394368224,8.253437781688081,-2.9534377816880815,-0.47826239436822426
1121,1,6.1,5.778262394368224,8.253437781688081,-2.1534377816880816,0.32173760563177556
1127,1,5.3,5.778262394368224,8.253437781688081,-2.9534377816880815,-0.47826239436822426
113,1,8.7,5.778262394368224,8.253437781688081,0.446562218311918,2.921737605631775
1130,1,5.6,5.778262394368224,8.253437781688081,-2.6534377816880816,-0.17826239436822444
1134,1,5.9,5.778262394368224,8.253437781688081,-2.353437781688081,0.12173760563177627
1136,1,8.8,5.778262394368224,8.253437781688081,0.5465622183119194,3.0217376056317766
1137,1,5.4,5.778262394368224,8.253437781688081,-2.853437781688081,-0.37826239436822373
1139,1,5.9,5.778262394368224,8.253437781688081,-2.353437781688081,0.12173760563177627
1147,1,6.0,5.778262394368224,8.253437781688081,-2.2534377816880813,0.2217376056317759
1160,1,8.1,5.778262394368224,8.253437781688081,-0.15343778168808164,2.3217376056317756
1166,1,8.6,5.778262394368224,8.253437781688081,0.34656221831191836,2.8217376056317756
1177,1,7.5,5.778262394368224,8.253437781688081,-0.7534377816880813,1.721737605631776
1188,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
1189,1,8.8,5.778262394368224,8.253437781688081,0.5465622183119194,3.0217376056317766
1191,1,5.4,5.778262394368224,8.253437781688081,-2.853437781688081,-0.37826239436822373
1196,1,5.4,5.778262394368224,8.253437781688081,-2.853437781688081,-0.37826239436822373
1199,1,6.2,5.778262394368224,8.253437781688081,-2.053437781688081,0.4217376056317761
1200,1,7.3,5.778262394368224,8.253437781688081,-0.9534377816880815,1.5217376056317757
1205,1,7.3,5.778262394368224,8.253437781688081,-0.9534377816880815,1.5217376056317757
1209,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
1213,1,6.7,5.778262394368224,8.253437781688081,-1.553437781688081,0.9217376056317761
1218,1,7.6,5.778262394368224,8.253437781688081,-0.6534377816880816,1.8217376056317756
1222,1,7.9,5.778262394368224,8.253437781688081,-0.35343778168808093,2.1217376056317763
1225,1,7.3,5.778262394368224,8.253437781688081,-0.9534377816880815,1.5217376056317757
1227,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1236,1,9.7,5.778262394368224,8.253437781688081,1.446562218311918,3.921737605631775
1243,1,5.6,5.778262394368224,8.253437781688081,-2.6534377816880816,-0.17826239436822444
1250,1,7.8,5.778262394368224,8.253437781688081,-0.45343778168808146,2.0217376056317757
1272,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
1276,1,7.0,5.778262394368224,8.253437781688081,-1.2534377816880813,1.221737605631776
1277,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1287,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1289,1,6.0,5.778262394368224,8.253437781688081,-2.2534377816880813,0.2217376056317759
129,1,7.2,5.778262394368224,8.253437781688081,-1.053437781688081,1.421737605631776
1298,1,8.3,5.778262394368224,8.253437781688081,0.04656221831191942,2.5217376056317766
130,1,9.3,5.778262394368224,8.253437781688081,1.0465622183119194,3.5217376056317766
1304,1,5.9,5.778262394368224,8.253437781688081,-2.353437781688081,0.12173760563177627
1307,1,5.9,5.778262394368224,8.253437781688081,-2.353437781688081,0.12173760563177627
1308,1,9.1,5.778262394368224,8.253437781688081,0.8465622183119184,3.3217376056317756
1312,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1313,1,7.2,5.778262394368224,8.253437781688081,-1.053437781688081,1.421737605631776
1323,1,6.4,5.778262394368224,8.253437781688081,-1.853437781688081,0.6217376056317763
1325,1,7.9,5.778262394368224,8.253437781688081,-0.35343778168808093,2.1217376056317763
133,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1330,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1342,1,6.4,5.778262394368224,8.253437781688081,-1.853437781688081,0.6217376056317763
1343,1,6.1,5.778262394368224,8.253437781688081,-2.1534377816880816,0.32173760563177556
1347,1,7.8,5.778262394368224,8.253437781688081,-0.45343778168808146,2.0217376056317757
1351,1,6.2,5.778262394368224,8.253437781688081,-2.053437781688081,0.4217376056317761
1353,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1364,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1366,1,7.9,5.778262394368224,8.253437781688081,-0.35343778168808093,2.1217376056317763
1370,1,7.6,5.778262394368224,8.253437781688081,-0.6534377816880816,1.8217376056317756
1374,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
1376,1,8.2,5.778262394368224,8.253437781688081,-0.053437781688082,2.421737605631775
1377,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
138,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
1383,1,8.3,5.778262394368224,8.253437781688081,0.04656221831191942,2.5217376056317766
1384,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1389,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
139,1,6.4,5.778262394368224,8.253437781688081,-1.853437781688081,0.6217376056317763
1395,1,7.6,5.778262394368224,8.253437781688081,-0.6534377816880816,1.8217376056317756
1396,1,7.7,5.778262394368224,8.253437781688081,-0.5534377816880811,1.921737605631776
1397,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1405,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
1410,1,7.2,5.778262394368224,8.253437781688081,-1.053437781688081,1.421737605631776
1415,1,6.7,5.778262394368224,8.253437781688081,-1.553437781688081,0.9217376056317761
1417,1,7.5,5.778262394368224,8.253437781688081,-0.7534377816880813,1.721737605631776
1418,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1424,1,8.2,5.778262394368224,8.253437781688081,-0.053437781688082,2.421737605631775
1426,1,7.9,5.778262394368224,8.253437781688081,-0.35343778168808093,2.1217376056317763
1431,1,8.7,5.778262394368224,8.253437781688081,0.446562218311918,2.921737605631775
1434,1,6.2,5.778262394368224,8.253437781688081,-2.053437781688081,0.4217376056317761
1435,1,8.7,5.778262394368224,8.253437781688081,0.446562218311918,2.921737605631775
1439,1,6.7,5.778262394368224,8.253437781688081,-1.553437781688081,0.9217376056317761
144,1,7.4,5.778262394368224,8.253437781688081,-0.8534377816880809,1.6217376056317763
1450,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1467,1,7.6,5.778262394368224,8.253437781688081,-0.6534377816880816,1.8217376056317756
1476,1,9.1,5.778262394368224,8.253437781688081,0.8465622183119184,3.3217376056317756
1481,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
1482,1,5.9,5.778262394368224,8.253437781688081,-2.353437781688081,0.12173760563177627
1494,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
1495,1,6.0,5.778262394368224,8.253437781688081,-2.2534377816880813,0.2217376056317759
1498,1,6.7,5.778262394368224,8.253437781688081,-1.553437781688081,0.9217376056317761
150,1,6.2,5.778262394368224,8.253437781688081,-2.053437781688081,0.4217376056317761
1513,1,7.8,5.778262394368224,8.253437781688081,-0.45343778168808146,2.0217376056317757
1520,1,7.6,5.778262394368224,8.253437781688081,-0.6534377816880816,1.8217376056317756
1521,1,5.8,5.778262394368224,8.253437781688081,-2.4534377816880815,0.021737605631775736
1532,1,5.8,5.778262394368224,8.253437781688081,-2.4534377816880815,0.021737605631775736
1536,1,6.1,5.778262394368224,8.253437781688081,-2.1534377816880816,0.32173760563177556
1540,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1541,1,6.9,5.778262394368224,8.253437781688081,-1.353437781688081,1.1217376056317763
155,1,7.0,5.778262394368224,8.253437781688081,-1.2534377816880813,1.221737605631776
1559,1,7.6,5.778262394368224,8.253437781688081,-0.6534377816880816,1.8217376056317756
1579,1,6.2,5.778262394368224,8.253437781688081,-2.053437781688081,0.4217376056317761
1584,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1588,1,6.1,5.778262394368224,8.253437781688081,-2.1534377816880816,0.32173760563177556
160,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1601,1,6.9,5.778262394368224,8.253437781688081,-1.353437781688081,1.1217376056317763
1608,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
1613,1,5.2,5.778262394368224,8.253437781688081,-3.053437781688081,-0.5782623943682239
1615,1,5.9,5.778262394368224,8.253437781688081,-2.353437781688081,0.12173760563177627
1619,1,6.4,5.778262394368224,8.253437781688081,-1.853437781688081,0.6217376056317763
1625,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1628,1,6.4,5.778262394368224,8.253437781688081,-1.853437781688081,0.6217376056317763
1652,1,9.2,5.778262394368224,8.253437781688081,0.946562218311918,3.421737605631775
1659,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
167,1,7.0,5.778262394368224,8.253437781688081,-1.2534377816880813,1.221737605631776
1679,1,6.2,5.778262394368224,8.253437781688081,-2.053437781688081,0.4217376056317761
168,1,6.8,5.778262394368224,8.253437781688081,-1.4534377816880815,1.0217376056317757
1695,1,7.8,5.778262394368224,8.253437781688081,-0.45343778168808146,2.0217376056317757
1705,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1710,1,9.9,5.778262394368224,8.253437781688081,1.646562218311919,4.121737605631776
1736,1,6.7,5.778262394368224,8.253437781688081,-1.553437781688081,0.9217376056317761
1738,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
1743,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1748,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1770,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
1780,1,5.8,5.778262394368224,8.253437781688081,-2.4534377816880815,0.021737605631775736
1804,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1811,1,9.4,5.778262394368224,8.253437781688081,1.146562218311919,3.6217376056317763
182,1,6.5,5.778262394368224,8.253437781688081,-1.7534377816880813,0.7217376056317759
1829,1,7.1,5.778262394368224,8.253437781688081,-1.1534377816880816,1.3217376056317756
1832,1,7.3,5.778262394368224,8.253437781688081,-0.9534377816880815,1.5217376056317757
1842,1,7.4,5.778262394368224,8.253437781688081,-0.8534377816880809,1.6217376056317763
1843,1,8.5,5.778262394368224,8.253437781688081,0.2465622183119187,2.721737605631776
1852,1,6.9,5.778262394368224,8.253437781688081,-1.353437781688081,1.1217376056317763
1870,1,7.6,5.778262394368224,8.253437781688081,-0.6534377816880816,1.8217376056317756
1871,1,7.9,5.778262394368224,8.253437781688081,-0.35343778168808093,2.1217376056317763
1880,1,5.4,5.778262394368224,8.253437781688081,-2.853437781688081,-0.37826239436822373
1884,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1892,1,6.6,5.778262394368224,8.253437781688081,-1.6534377816880816,0.8217376056317756
1896,1,7.2,5.778262394368224,8.253437781688081,-1.053437781688081,1.421737605631776
1897,1,6.4,5.778262394368224,8.253437781688081,-1.853437781688081,0.6217376056317763
1900,1,6.3,5.778262394368224,8.253437781688081,-1.9534377816880815,0.5217376056317757
1904,1,8.8,5.778262394368224,8.253437781688081,0.5465622183119194,3.0217376056317766
1932,1,5.9,5.778262394368224,8.253437781688081,-2.353437781688081,0.12173760563177627
194,1,6.7,5.778262394368224,8.253437781688081,-1.553437781688081,0.9217376056317761
1952,1,6.7,5.778262394368224,8.253437781688081,-1.553437781688081,0.9217376056317761
1959,1,7.4,5.778262394368224,8.253437781688081,-0.8534377816880809,1.6217376056317763
1960,1,7.2,5.778262394368224,8.253437781688081,-1.053437781688081,1.421737605631776
1963,1,6.9,5.778262394368224,8.253437781688081,-1.353437781688081,1.1217376056317763
1967,1,9.3,5.778262394368224,8.253437781688081,1.0465622183119194,3.5217376056317766
1974,1,5.4,5.778262394368224,8.253437781688081,-2.853437781688081,-0.37826239436822373
1979,1,9.8,5.778262394368224,8.253437781688081,1.5465622183119194,4.021737605631777
1980,1,5.8,5.778262394368224,8.253437781688081,-2.4534377816880815,0.021737605631775736
1988,1,10.0,5.778262394368224,8.253437781688081,1.7465622183119187,4.221737605631776
199,1,7.9,5.778262394368224,8.253437781688081,-0.35343778168808093,2.1217376056317763
