lower,upper,length
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
-0.8147525072983115,2.0416514913467907,2.856403998645102
