method,cr_py,len_py,alpha_py,cr_r,len_r,alpha_r,cr_diff,len_diff
cqr_inexact_quantboosting,0.8645943605042825,2.856403998645101,0.1,0.9744,2.39359957154572,0.05,-0.10980563949571753,0.46280442709938097
cqr_inexact_quantboosting,0.8645943605042825,2.856403998645101,0.1,0.9352,1.90568610689506,0.05,-0.07060563949571752,0.9507178917500412
cqr_inexact_quantboosting,0.8645943605042825,2.856403998645101,0.1,0.9616,2.22724857220129,0.05,-0.0970056394957175,0.6291554264438113
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.19844645298272,0.05,-0.11480336829949,-1.217078669219739
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9936,3.05996501613705,0.05,-0.10860336829949002,-0.07859723237406868
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,3.64889004485275,0.05,-0.11440336829948994,-0.6675222610897689
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.52981625271638,0.05,-0.11500336829948998,-1.5484484689533984
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,4.31303108780037,0.05,-0.11460336829949003,-1.3316633040373889
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.38774409424192,0.05,-0.11480336829949,-1.4063763104789384
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,5.09030420964616,0.05,-0.11500336829948998,-2.1089364258831784
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9992,3.88818759830129,0.05,-0.11420336829948996,-0.9068198145383088
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.06491291560532,0.05,-0.11500336829948998,-1.0835451318423388
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.67498818608042,0.05,-0.11400336829948998,-0.6936204023174386
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9988,4.14304300211597,0.05,-0.11380336829949,-1.1616752183529888
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9938,3.18737048516154,0.05,-0.10880336829949,-0.20600270139855859
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,3.8547947139015,0.05,-0.11460336829949003,-0.8734269301385189
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.74276818908542,0.05,-0.11500336829948998,-1.7614004053224388
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9992,3.7878701656744,0.05,-0.11420336829948996,-0.8065023819114185
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9958,3.53281866627461,0.05,-0.11080336829949,-0.5514508825116287
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.13807683270285,0.05,-0.11500336829948998,-1.1567090489398684
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.21839704584153,0.05,-0.11480336829949,-1.2370292620785488
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.44872774211736,0.05,-0.11500336829948998,-1.467359958354379
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,4.0640614050508,0.05,-0.11460336829949003,-1.0826936212878184
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,4.26488644017883,0.05,-0.11440336829948994,-1.2835186564158487
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.23912583645503,0.05,-0.11480336829949,-1.2577580526920489
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,3.91097313800811,0.05,-0.11440336829948994,-0.9296053542451288
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9946,3.33941607249017,0.05,-0.10960336829949002,-0.3580482887271885
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,3.91313154639337,0.05,-0.11460336829949003,-0.9317637626303887
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.93198841017602,0.05,-0.11400336829948998,-0.9506206264130386
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.57722324363466,0.05,-0.11500336829948998,-1.5958554598716788
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.0160981022967,0.05,-0.11480336829949,-1.034730318533719
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.49663599371382,0.05,-0.11400336829948998,-0.5152682099508388
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.56494306020765,0.05,-0.11500336829948998,-1.5835752764446687
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9974,3.61215195198676,0.05,-0.11240336829948994,-0.6307841682237787
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,4.14191776061926,0.05,-0.11440336829948994,-1.160549976856279
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,3.70010612477517,0.05,-0.11460336829949003,-0.7187383410121888
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,4.00177624391635,0.05,-0.11440336829948994,-1.0204084601533685
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.1688720275272,0.05,-0.11480336829949,-1.1875042437642191
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.5233939365712,0.05,-0.11480336829949,-1.5420261528082184
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9962,3.61777837044466,0.05,-0.11120336829948996,-0.6364105866816789
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.11418196007217,0.05,-0.11480336829949,-1.1328141763091883
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9988,3.48881591170568,0.05,-0.11380336829949,-0.5074481279426988
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.88174125276949,0.05,-0.11400336829948998,-0.9003734690065088
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.73396989159224,0.05,-0.11480336829949,-1.7526021078292588
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.78034879203301,0.05,-0.11400336829948998,-0.7989810082700286
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.59387673602631,0.05,-0.11480336829949,-1.6125089522633287
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,4.10229645624791,0.05,-0.11460336829949003,-1.1209286724849283
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9984,3.734331727939,0.05,-0.11340336829948994,-0.7529639441760185
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.38820959823921,0.05,-0.11480336829949,-1.4068418144762287
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,3.99155408936683,0.05,-0.11440336829948994,-1.010186305603849
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.27611768156031,0.05,-0.11500336829948998,-1.2947498977973284
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9976,3.95514024761605,0.05,-0.11260336829949003,-0.9737724638530687
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9988,3.57760896916642,0.05,-0.11380336829949,-0.5962411854034388
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,4.3327859604793,0.05,-0.11460336829949003,-1.3514181767163187
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.43099373166965,0.05,-0.11500336829948998,-1.4496259479066689
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.5396310719547,0.05,-0.11500336829948998,-1.5582632881917187
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,3.84754558410716,0.05,-0.11440336829948994,-0.8661778003441789
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9992,4.17732665979795,0.05,-0.11420336829948996,-1.195958876034969
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.0521614112774,0.05,-0.11500336829948998,-1.0707936275144183
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.16460564850148,0.05,-0.11500336829948998,-1.1832378647384987
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.16705295413287,0.05,-0.11480336829949,-1.1856851703698883
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9988,3.68301581479313,0.05,-0.11380336829949,-0.7016480310301487
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.67774495187505,0.05,-0.11500336829948998,-1.6963771681120683
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.55015506862234,0.05,-0.11500336829948998,-1.5687872848593587
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,4.19381423392816,0.05,-0.11440336829948994,-1.2124464501651788
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.54355695872098,0.05,-0.11480336829949,-1.5621891749579984
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.998,3.37803876022486,0.05,-0.11300336829948998,-0.39667097646187877
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.07257680268425,0.05,-0.11500336829948998,-1.091209018921269
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.40176205440011,0.05,-0.11500336829948998,-1.4203942706371286
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,4.16548446038579,0.05,-0.11440336829948994,-1.1841166766228088
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9992,4.04004776743026,0.05,-0.11420336829948996,-1.058679983667279
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.0352625316717,0.05,-0.11480336829949,-1.0538947479087186
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,3.7876957500876,0.05,-0.11460336829949003,-0.8063279663246186
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.39839561907419,0.05,-0.11500336829948998,-1.4170278353112087
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9984,3.70287506971596,0.05,-0.11340336829948994,-0.7215072859529785
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.997,3.54497749662212,0.05,-0.11200336829948998,-0.5636097128591389
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.998,3.64474882737571,0.05,-0.11300336829948998,-0.6633810436127288
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.11294810046392,0.05,-0.11500336829948998,-1.1315803167009388
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9976,3.42583890341728,0.05,-0.11260336829949003,-0.44447111965429853
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9988,3.55624353794409,0.05,-0.11380336829949,-0.5748757541811087
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.34162599212044,0.05,-0.11480336829949,-1.3602582083574584
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9994,4.02968460841027,0.05,-0.11440336829948994,-1.048316824647289
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.42301511178354,0.05,-0.11480336829949,-1.4416473280205588
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.87570477100118,0.05,-0.11400336829948998,-0.8943369872381988
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.22172518406799,0.05,-0.11480336829949,-1.240357400305009
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.66632589977924,0.05,-0.11400336829948998,-0.6849581160162588
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.5066394236702,0.05,-0.11480336829949,-1.5252716399072188
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.16351489015549,0.05,-0.11480336829949,-1.1821471063925086
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.999,3.65320010839698,0.05,-0.11400336829948998,-0.6718323246339986
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9972,3.45936963291225,0.05,-0.11220336829948996,-0.4780018491492686
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9986,4.21639138407375,0.05,-0.11360336829949003,-1.235023600310769
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9982,3.22517930220444,0.05,-0.11320336829948996,-0.24381151844145865
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9996,4.14038009243094,0.05,-0.11460336829949003,-1.1590123086679585
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,3.98822340984898,0.05,-0.11480336829949,-1.0068556260859989
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.32581620993487,0.05,-0.11500336829948998,-1.3444484261718888
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9978,3.61974681706524,0.05,-0.11280336829949,-0.6383790333022588
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9992,3.76278631828094,0.05,-0.11420336829948996,-0.7814185345179587
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.11172411016462,0.05,-0.11500336829948998,-1.130356326401639
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.96666256864209,0.05,-0.11500336829948998,-1.985294784879109
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,5.79820435389986,0.05,-0.11500336829948998,-2.8168365701368785
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,1.0,4.54941660387807,0.05,-0.11500336829948998,-1.5680488201150888
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9998,4.03723924153725,0.05,-0.11480336829949,-1.055871457774269
cqr_naive_quantboosting,0.88499663170051,2.9813677837629813,0.1,0.9988,3.80809577061068,0.05,-0.11380336829949,-0.8267279868476987
